,Car Model,Year,Kilometers Driven,Fuel Type,Transmission Type,Price
2893,Honda City,2017,60000.0,Petrol,Automatic,8.9
2894,Honda Amaze,2020,13000.0,Petrol,Automatic,8.2
2895,Honda City,2019,35000.0,Diesel,Manual,11.2
2896,Maruti Alto 800,2016,35000.0,Petrol,Manual,2.7
2897,Hyundai Verna,2013,48000.0,Petrol,Manual,5.7
2898,Volkswagen Vento,2014,75400.0,Petrol,Manual,4.25
2899,Honda WR-V,2018,52800.0,Petrol,Manual,7.7
2900,Ford Fiesta,2009,104000.0,Petrol,Manual,1.75
2901,Honda WR-V,2018,17000.0,Petrol,Manual,8.8
2902,Tata Altroz,2021,1800.0,Petrol,Manual,8.6
2903,Honda City,2011,47000.0,Petrol,Manual,4.8
2904,Chevrolet Aveo U-VA,2007,120000.0,Petrol,Manual,80000.0
2905,Chevrolet Spark,2007,60000.0,Petrol,Manual,80000.0
2906,Hyundai Grand i10,2018,80000.0,Petrol,Manual,6.0
2907,Skoda Fabia,2012,78000.0,Diesel,Manual,4.0
2908,Hyundai Grand i10,2017,30870.0,Petrol,Manual,5.4
2909,Maruti Swift Dzire,2012,63017.0,Petrol,Automatic,4.1
2910,Maruti Wagon R,2016,68621.0,Petrol,Manual,3.85
2911,Maruti Swift Dzire,2015,25604.0,Petrol,Manual,5.1
2912,Honda City,2009,61544.0,Petrol,Manual,6.3
2913,Honda City,2019,30258.0,Petrol,Manual,10.5
2914,Honda Amaze,2016,44672.0,Diesel,Manual,5.65
2915,Tata Nexon,2018,21000.0,Petrol,Manual,7.75
2916,MG Hector,2019,37000.0,Diesel,Manual,18.0
2917,Hyundai Getz,2009,36000.0,Petrol,Manual,1.85
2918,Toyota Corolla Altis,2012,55000.0,Petrol,Manual,8.0
2919,Mahindra XUV500,2016,60000.0,Diesel,Automatic,14.25
2920,Hyundai i20,2018,42000.0,Diesel,Manual,8.35
2921,Hyundai Tucson,2016,40000.0,Diesel,Automatic,16.75
2922,Audi Q5,2018,15000.0,Diesel,Automatic,47.5
2923,BMW X3,2008,60000.0,Petrol,Automatic,13.0
2924,BMW X3,2013,30000.0,Diesel,Automatic,26.0
2925,Renault KWID,2018,13000.0,Petrol,Manual,4.0
2926,Mahindra TUV 300,2018,43422.0,Diesel,Manual,8.75
2927,Maruti Swift,2014,41000.0,Petrol,Manual,4.95
2928,Hyundai Verna,2019,25000.0,Petrol,Manual,8.0
2929,MG Gloster,2021,5000.0,Diesel,Automatic,42.5
2930,Honda City,2014,61584.0,Diesel,Manual,6.3
2931,Maruti Baleno,2016,70000.0,Petrol,Manual,4.25
2932,Toyota Etios,2016,38001.0,Petrol,Manual,6.25
2933,Hyundai Venue,2019,33800.0,Petrol,Automatic,11.25
2934,Hyundai Venue,2019,33800.0,Petrol,Automatic,11.25
2935,Hyundai Verna,2017,19000.0,Petrol,Manual,8.0
2936,Mahindra Bolero,2017,80000.0,Diesel,Manual,7.1
2937,Mahindra XUV500,2016,20000.0,Diesel,Manual,12.5
2938,Hyundai Verna,2018,35000.0,Petrol,Automatic,11.25
2939,Skoda Superb,2012,30000.0,Petrol,Manual,9.0
2940,Volkswagen Vento,2015,60000.0,Diesel,Automatic,7.0
2941,Maruti Swift Dzire,2017,46000.0,Petrol,Automatic,7.25
2942,Hyundai Santro Xing,2003,94675.0,Petrol,Manual,80000.0
2943,Honda Mobilio,2015,37450.0,Petrol,Manual,5.5
2944,Honda Brio,2014,20982.0,Petrol,Manual,3.3
2945,Ford Aspire,2018,35998.0,Diesel,Manual,6.5
2946,Honda Jazz,2016,27532.0,Petrol,Manual,6.5
2947,Honda Jazz,2017,35983.0,Petrol,Manual,6.0
2948,Mahindra XUV500,2013,56000.0,Diesel,Manual,7.9
2949,Maruti Wagon R,2016,68621.0,Petrol,Manual,3.85
2950,Skoda Octavia,2014,85000.0,Petrol,Manual,12.5
2951,Skoda Kodiaq,2019,34000.0,Diesel,Automatic,33.0
2952,Honda Jazz,2015,32000.0,Petrol,Automatic,6.49
2953,Toyota Innova,2008,180000.0,Diesel,Manual,7.75
2954,Jeep Compass,2018,50000.0,Diesel,Manual,16.5
2955,BMW 5 Series,2019,34000.0,Diesel,Automatic,47.5
2956,Tata Nexon,2019,12001.0,Petrol,Automatic,8.45
2957,Maruti Vitara Brezza,2016,26001.0,Diesel,Manual,8.25
2958,Hyundai Elite i20 2018,2018,40001.0,Diesel,Manual,8.5
2959,Honda City,2019,35001.0,Diesel,Manual,11.25
2960,Maruti Wagon R,2016,68621.0,Petrol,Manual,3.85
2961,Maruti Swift,2014,79641.0,Petrol,Manual,3.95
2962,Hyundai Verna,2017,59000.0,Diesel,Manual,9.0
2963,Mitsubishi Pajero,2015,60000.0,Diesel,Automatic,13.5
2964,Hyundai Verna,2017,19000.0,Petrol,Manual,8.0
2965,Hyundai Verna,2018,50000.0,Diesel,Manual,9.0
2966,Hyundai Creta,2018,60000.0,Diesel,Manual,14.0
2967,Maruti Ciaz,2020,32000.0,Petrol,Manual,10.0
2968,Kia Seltos,2019,6000.0,Petrol,Automatic,18.0
2969,Kia Seltos,2019,50000.0,Petrol,Automatic,15.5
2970,Mercedes-Benz C-Class,2008,90000.0,Petrol,Automatic,8.5
2971,Mercedes-Benz S-Class,2009,50000.0,Diesel,Automatic,18.0
2972,Mercedes-Benz C-Class,2020,12000.0,Diesel,Automatic,47.0
2973,Volvo S60,2015,34000.0,Diesel,Automatic,24.0
2974,Volvo XC60,2015,120000.0,Diesel,Automatic,25.5
2975,Volvo XC 90,2017,70000.0,Diesel,Automatic,49.0
2976,Audi A4,2010,23000.0,Petrol,Automatic,15.5
2977,Audi A6,2010,70000.0,Diesel,Automatic,13.5
2978,Mini Cooper,2014,21000.0,Petrol,Automatic,22.5
2979,Mini Cooper Convertible,2018,9000.0,Petrol,Automatic,40.0
2980,Volkswagen Polo,2015,81000.0,Petrol,Automatic,6.25
2981,Hyundai i20 Active,2015,54000.0,Petrol,Manual,6.6
2982,Hyundai Verna,2008,129999.0,Petrol,Manual,2.0
2983,Honda Brio,2013,54000.0,Petrol,Manual,3.75
2984,Hyundai Venue,2021,22000.0,Petrol,Manual,10.25
2985,Ford Fiesta,2008,50000.0,Diesel,Manual,2.25
2986,Hyundai Xcent,2015,41000.0,Diesel,Manual,4.6
2987,Honda City,2018,44001.0,Petrol,Manual,9.2
2988,Ford Ecosport,2019,40000.0,Petrol,Manual,7.9
2989,Hyundai Grand i10,2017,50001.0,Petrol,Manual,4.75
2990,Hyundai EON,2015,46001.0,Petrol,Manual,2.95
2991,Hyundai Creta,2017,68001.0,Diesel,Manual,10.5
2992,Maruti Omni,2017,39001.0,Petrol,Manual,2.75
2993,Honda City,2014,102000.0,Diesel,Manual,5.8
2994,Toyota Innova Crysta,2017,55000.0,Diesel,Manual,17.5
2995,Volvo V40 Cross Country,2018,36000.0,Diesel,Automatic,26.0
2996,Maruti Ertiga,2013,42000.0,Petrol,Manual,6.55
2997,Mahindra XUV500,2018,45000.0,Diesel,Manual,13.0
2998,Jeep Compass,2019,15000.0,Petrol,Automatic,20.5
2999,Maruti Wagon R,2018,52001.0,Petrol,Automatic,5.65
3000,Ford Figo,2014,68001.0,Diesel,Manual,3.75
3001,Volkswagen Polo,2017,35600.0,Petrol,Manual,5.7
3002,Honda City,2021,15000.0,Petrol,Automatic,15.75
3003,Ford Ecosport,2018,27000.0,Diesel,Manual,8.45
3004,Toyota Fortuner,2017,117000.0,Diesel,Manual,28.0
3005,Mahindra XUV500,2015,21900.0,Diesel,Manual,13.5
3006,MG Gloster,2021,7000.0,Diesel,Automatic,40.0
3007,Nissan Terrano,2014,80000.0,Diesel,Manual,5.5
3008,Renault Lodgy,2016,48001.0,Diesel,Manual,5.15
3009,Maruti Alto K10,2015,37533.0,Petrol,Manual,3.1
3010,Maruti Omni,2012,51503.0,Petrol,Manual,2.2
3011,Hyundai Santa Fe,2017,140000.0,Diesel,Automatic,14.0
3012,Mahindra Marazzo,2018,48000.0,Diesel,Manual,10.9
3013,Hyundai Verna,2018,24000.0,Petrol,Manual,9.25
3014,Renault KWID,2019,17000.0,Petrol,Manual,4.8
3015,Maruti Alto,2002,80000.0,Petrol,Manual,90000.0
3016,Hyundai Santro Xing,2008,65001.0,Petrol,Manual,1.75
3017,Hyundai Verna,2015,69800.0,Petrol,Manual,6.2
3018,Jeep Compass,2017,65000.0,Diesel,Manual,13.5
3019,BMW 3 Series GT,2018,60000.0,Petrol,Automatic,35.0
3020,Maruti Swift,2017,57900.0,Petrol,Manual,5.7
3021,Hyundai Venue,2021,10700.0,Petrol,Automatic,12.25
3022,Maruti Swift,2016,69568.0,Petrol,Manual,5.1
3023,Maruti Swift Dzire,2016,47835.0,Petrol,Manual,5.5
3024,Hyundai Creta,2020,11500.0,Petrol,Manual,11.0
3025,Honda WR-V,2019,50031.0,Diesel,Manual,8.25
3026,Honda City,2019,47447.0,Petrol,Manual,11.75
3027,Honda City,2015,74758.0,Petrol,Automatic,5.75
3028,Hyundai Venue,2021,8000.0,Petrol,Manual,9.5
3029,Hyundai Verna,2018,21001.0,Diesel,Manual,9.45
3030,Hyundai i10,2009,92001.0,Petrol,Manual,2.6
3031,Honda City,2017,68686.0,Petrol,Manual,7.25
3032,Honda Civic,2007,40000.0,Petrol,Manual,3.0
3033,Honda Brio,2014,55890.0,Petrol,Manual,4.1
3034,Honda Brio,2014,62896.0,Petrol,Manual,3.9
3035,Honda Amaze,2015,50427.0,Petrol,Manual,5.1
3036,Honda Amaze,2015,66954.0,Petrol,Manual,4.65
3037,Ford Fiesta,2006,103000.0,Petrol,Manual,1.25
3038,Toyota Corolla Altis,2012,140000.0,Diesel,Manual,6.25
3039,Volvo XC 90,2016,110000.0,Diesel,Automatic,38.0
3040,Honda Amaze,2015,71830.0,Petrol,Automatic,4.75
3041,Maruti Baleno,2017,62604.0,Petrol,Manual,6.5
3042,Isuzu D-Max,2021,25000.0,Diesel,Automatic,22.75
3043,Maruti Swift Dzire,2015,50000.0,Diesel,Manual,5.95
3044,Volkswagen Vento,2015,88400.0,Diesel,Manual,6.3
3045,Ford Ecosport,2014,65000.0,Diesel,Manual,6.5
3046,BMW 6 Series,2021,5000.0,Diesel,Automatic,92.0
3047,Volkswagen Vento,2020,29000.0,Petrol,Manual,9.9
3048,Maruti Ritz,2011,78000.0,Diesel,Manual,2.9
3049,Audi A4,2013,72000.0,Diesel,Automatic,14.9
3050,Maruti Swift,2006,56000.0,Petrol,Manual,2.2
3051,Honda Brio,2014,76900.0,Petrol,Manual,4.2
3052,Ford Aspire,2016,48300.0,Petrol,Manual,4.4
3053,Volkswagen Polo,2017,78200.0,Petrol,Manual,5.7
3054,Hyundai Accent,2006,62000.0,Petrol,Manual,1.5
3055,Hyundai i10,2010,68001.0,Petrol,Automatic,3.45
3056,Maruti Swift,2010,72001.0,Petrol,Manual,3.25
3057,Toyota Fortuner,2021,14001.0,Diesel,Manual,40.9
3058,Maruti SX4 S Cross,2015,68001.0,Diesel,Manual,6.9
3059,Toyota Innova Crysta,2017,105001.0,Diesel,Manual,18.9
3060,Audi A6,2009,98000.0,Diesel,Automatic,4.5
3061,Hyundai Santro,2001,110000.0,Petrol,Manual,45000.0
3062,Honda City,2014,80000.0,Petrol,Automatic,5.4
3063,Maruti Ertiga,2016,108000.0,Diesel,Manual,7.5
3064,Honda City,2002,100000.0,Petrol,Manual,75000.0
3065,Hyundai Grand i10,2017,47001.0,Petrol,Automatic,5.7
3066,MG Hector,2019,55000.0,Diesel,Manual,18.0
3067,Toyota Innova Crysta,2020,40000.0,Diesel,Manual,23.5
3068,Mahindra XUV500,2018,80000.0,Diesel,Automatic,15.5
3069,Mahindra XUV500,2017,80000.0,Diesel,Manual,13.0
3070,Maruti Estilo,2009,140678.0,Petrol,Manual,1.45
3071,Maruti Swift Dzire,2015,49800.0,Petrol,Manual,5.4
3072,Maruti Zen Estilo,2011,111877.0,Petrol,Manual,1.85
3073,Maruti Baleno,2019,72001.0,Petrol,Automatic,7.0
3074,Hyundai i20,2009,97208.0,Petrol,Manual,2.7
3075,Maruti Swift Dzire,2012,80291.0,Petrol,Manual,3.8
3076,Toyota Innova,2013,150001.0,Diesel,Manual,11.9
3077,Maruti Wagon R,2016,7001.0,Petrol,Manual,4.65
3078,Honda WR-V,2018,14703.0,Diesel,Manual,7.25
3079,Honda Brio,2013,49925.0,Petrol,Manual,3.5
3080,Mahindra Scorpio,2007,72000.0,Diesel,Manual,3.0
3081,Mercedes-Benz E-Class,2014,50000.0,Diesel,Automatic,20.0
3082,Mini 5 DOOR,2015,22000.0,Diesel,Automatic,27.75
3083,Jeep Compass Trailhawk,2019,24000.0,Diesel,Automatic,24.0
3084,Honda City,2015,36000.0,Petrol,Manual,7.5
3085,BMW X1,2016,85000.0,Diesel,Automatic,22.0
3086,Hyundai Venue,2021,23001.0,Diesel,Manual,12.26
3087,Volvo XC40,2018,62000.0,Diesel,Automatic,33.0
3088,Honda City,2014,75000.0,Diesel,Manual,6.5
3089,Ford Ecosport,2014,65001.0,Diesel,Manual,5.2
3090,Nissan Micra Active,2016,28001.0,Petrol,Manual,4.0
3091,Ford Ecosport,2018,57001.0,Petrol,Automatic,8.5
3092,Honda WR-V,2018,24001.0,Petrol,Manual,7.8
3093,Honda Civic,2007,135000.0,Petrol,Manual,1.75
3094,Honda WR-V,2018,40887.0,Diesel,Manual,8.05
3095,Maruti Swift Dzire,2019,30411.0,Diesel,Manual,7.8
3096,Maruti Wagon R,2004,121732.0,Petrol,Manual,1.0
3097,Mercedes-Benz C-Class,2015,84000.0,Diesel,Automatic,23.5
3098,Maruti Alto 800,2017,36893.0,Petrol,Manual,3.5
3099,Maruti Alto 800,2015,55417.0,Petrol,Manual,3.1
3100,Jeep Compass,2018,40315.0,Diesel,Manual,15.39
3101,Hyundai i10,2014,25500.0,Petrol,Manual,3.8
3102,Honda City,2011,75900.0,Petrol,Manual,4.0
3103,Volkswagen Polo,2014,51500.0,Petrol,Manual,4.7
3104,Honda City,2011,51026.0,Petrol,Automatic,6.5
3105,MG Hector Plus,2021,38000.0,Diesel,Manual,19.9
3106,Mahindra TUV 300,2018,35001.0,Diesel,Manual,7.9
3107,Tata New Safari,2008,70000.0,Diesel,Manual,1.8
3108,Honda Mobilio,2014,148000.0,Diesel,Manual,4.25
3109,BMW X5,2014,120000.0,Diesel,Automatic,30.0
3110,Honda City,2015,130807.0,Petrol,Manual,5.45
3111,Hyundai i10,2016,16000.0,Petrol,Manual,5.3
3112,Maruti Baleno,2017,63065.0,Petrol,Automatic,6.5
3113,Mahindra XUV500,2017,69500.0,Diesel,Manual,12.99
3114,Hyundai Grand i10,2016,26956.0,Petrol,Manual,4.65
3115,Honda City,2018,30000.0,Petrol,Automatic,11.75
3116,BMW 6 Series,2019,7000.0,Diesel,Automatic,59.0
3117,Honda Amaze,2015,34431.0,Petrol,Manual,4.95
3118,BMW 5 Series,2015,85000.0,Diesel,Automatic,20.0
3119,Maruti Vitara Brezza,2019,21300.0,Diesel,Automatic,9.9
3120,Volkswagen Polo,2015,52001.0,Petrol,Automatic,6.25
3121,Hyundai Creta,2020,38001.0,Diesel,Manual,16.25
3122,Volkswagen Polo,2017,40480.0,Petrol,Manual,6.25
3123,Honda Civic,2007,110000.0,Petrol,Manual,2.9
3124,Honda City,2015,43000.0,Petrol,Automatic,8.25
3125,Hyundai i10,2010,72001.0,Petrol,Manual,2.5
3126,Maruti Wagon R,2016,7001.0,Petrol,Manual,4.65
3127,Honda Civic,2007,100000.0,Petrol,Automatic,6.25
3128,Hyundai Creta,2021,10000.0,Petrol,Manual,12.25
3129,Hyundai i20,2013,73997.0,Petrol,Manual,3.7
3130,Hyundai Grand i10,2016,87886.0,Petrol,Manual,4.4
3131,Ford Aspire,2017,52000.0,Diesel,Manual,5.65
3132,Audi A6,2018,15000.0,Diesel,Automatic,41.0
3133,Honda City,2015,82289.0,Petrol,Manual,5.75
3134,Hyundai Venue,2021,19000.0,Petrol,Manual,8.6
3135,Jeep Compass,2022,800.0,Petrol,Automatic,29.0
3136,Renault Duster,2013,102358.0,Diesel,Manual,5.61
3137,Maruti Wagon R,2011,60000.0,Petrol,Manual,2.3
3138,Hyundai i10,2013,70000.0,Petrol,Manual,3.25
3139,Ford Ecosport,2015,39000.0,Petrol,Automatic,6.45
3140,Volkswagen Polo,2016,66672.0,Diesel,Manual,6.3
3141,Maruti Ertiga,2017,49001.0,Diesel,Manual,8.25
3142,Hyundai Verna,2018,29000.0,Petrol,Manual,11.3
3143,BMW 3 Series,2014,54900.0,Diesel,Automatic,19.51
3144,Maruti Celerio,2020,30000.0,Petrol,Manual,4.65
3145,Maruti Zen Estilo,2011,100000.0,Petrol,Manual,2.1
3146,Hyundai Grand i10,2017,44001.0,Petrol,Manual,4.9
3147,Jeep Compass,2017,30000.0,Diesel,Manual,14.65
3148,MG Gloster,2021,12000.0,Diesel,Automatic,42.0
3149,Volvo XC90,2017,72000.0,Diesel,Automatic,55.0
3150,Skoda Octavia,2005,120000.0,Diesel,Manual,2.75
3151,Hyundai Xcent,2018,13207.0,Petrol,Manual,6.02
3152,Maruti Ritz,2009,100626.0,Petrol,Manual,2.35
3153,Honda City,2016,49000.0,Petrol,Automatic,8.5
3154,Maruti Swift Dzire,2013,78237.0,Petrol,Manual,4.25
3155,Hyundai Creta,2017,29001.0,Petrol,Manual,9.75
3156,Maruti SX4 S Cross,2017,76347.0,Diesel,Manual,7.5
3157,Skoda Rapid,2018,90000.0,Diesel,Manual,8.95
3158,Skoda Octavia,2017,70000.0,Diesel,Automatic,19.0
3159,Hyundai Santro Xing,2007,80000.0,Petrol,Manual,1.45
3160,Tata Indigo,2015,90000.0,Diesel,Manual,2.3
3161,Volkswagen Polo,2016,80001.0,Petrol,Manual,5.3
3162,Jaguar XJ,2014,28000.0,Diesel,Automatic,49.0
3163,Hyundai Creta,2018,21001.0,Petrol,Manual,12.9
3164,Audi Q7,2015,48000.0,Diesel,Automatic,39.0
3165,BMW X6,2012,60000.0,Diesel,Automatic,29.9
3166,Honda City,2014,80000.0,Petrol,Automatic,5.5
3167,Maruti Swift Dzire,2016,62000.0,Diesel,Manual,6.45
3168,Fiat Punto Pure,2016,40217.0,Diesel,Manual,3.72
3169,Hyundai i10,2011,52001.0,Petrol,Automatic,3.45
3170,Maruti Ertiga,2014,144618.0,Diesel,Manual,5.95
3171,Nissan Sunny,2013,75055.0,Diesel,Manual,4.23
3172,Toyota Innova,2015,120000.0,Diesel,Manual,7.5
3173,Maruti Swift Dzire,2017,61000.0,Diesel,Manual,7.65
3174,Kia Seltos,2019,10001.0,Petrol,Automatic,15.9
3175,Honda City,2019,14001.0,Diesel,Manual,13.75
3176,Maruti Swift Dzire,2016,76001.0,Diesel,Manual,6.4
3177,Maruti Ciaz,2016,12001.0,Petrol,Manual,7.2
3178,Hyundai Getz,2006,100000.0,Petrol,Manual,80000.0
3179,Mitsubishi Lancer,2000,120000.0,Diesel,Manual,1.0
3180,BMW X1,2019,43000.0,Diesel,Automatic,33.0
3181,Skoda Rapid,2014,66500.0,Diesel,Manual,6.0
3182,Hyundai Verna,2019,12000.0,Petrol,Manual,9.9
3183,Skoda Octavia,2018,41178.0,Petrol,Automatic,32.0
3184,Ford Ecosport,2018,8001.0,Petrol,Manual,9.75
3185,Skoda Rapid,2014,100670.0,Diesel,Manual,4.7
3186,Hyundai Verna,2011,61000.0,Petrol,Automatic,4.9
3187,Volkswagen Polo,2015,120000.0,Diesel,Manual,5.0
3188,Maruti Swift Dzire,2020,33622.0,Petrol,Manual,6.6
3189,Hyundai i20,2017,88723.0,Diesel,Manual,6.61
3190,Maruti Ritz,2010,115581.0,Petrol,Manual,2.3
3191,Hyundai Verna,2013,119680.0,Diesel,Manual,4.33
3192,Hyundai Creta,2018,58928.0,Diesel,Manual,11.65
3193,Honda Jazz,2016,64175.0,Diesel,Manual,6.0
3194,Hyundai Creta,2015,100927.0,Diesel,Manual,9.1
3195,Renault Pulse,2012,82000.0,Diesel,Manual,2.9
3196,Hyundai Elantra,2012,70000.0,Diesel,Manual,4.5
3197,Honda Brio,2013,42850.0,Petrol,Manual,3.3
3198,Hyundai Getz,2007,90000.0,Petrol,Manual,1.75
3199,Maruti Swift Dzire,2013,55320.0,Petrol,Manual,4.1
3200,Hyundai Grand i10,2016,19116.0,Petrol,Manual,5.0
3201,Hyundai Grand i10,2015,31070.0,Petrol,Manual,4.5
3202,Honda Brio,2013,81668.0,Petrol,Manual,3.35
3203,Mahindra TUV 300,2016,30000.0,Diesel,Manual,6.9
3204,Maruti Baleno,2018,12500.0,Petrol,Manual,6.6
3205,Ford Figo,2013,55787.0,Diesel,Manual,2.7
3206,Toyota Innova,2015,73001.0,Diesel,Manual,13.9
3207,Honda City,2019,49452.0,Diesel,Manual,11.75
3208,Maruti Wagon R,2007,88000.0,Petrol,Manual,1.65
3209,Mercedes-Benz C-Class,2019,39000.0,Diesel,Automatic,39.0
3210,Maruti Alto,2007,99941.0,Petrol,Manual,1.2
3211,Tata Manza,2012,120000.0,Diesel,Manual,2.3
3212,Tata Indica,2005,70000.0,Diesel,Manual,90000.0
3213,Hyundai i10,2011,84001.0,Petrol,Automatic,2.85
3214,Maruti Alto 800,2012,36000.0,Petrol,Manual,2.3
3215,Hyundai Grand i10,2016,69227.0,Petrol,Manual,4.4
3216,Volkswagen Polo,2017,87000.0,Diesel,Manual,6.3
3217,Maruti Alto K10,2010,55700.0,Petrol,Manual,2.2
3218,BMW 7 Series,2018,25000.0,Diesel,Automatic,65.5
3219,Mahindra Bolero,2018,55000.0,Diesel,Manual,8.25
3220,Maruti Celerio,2017,34454.0,Petrol,Manual,4.1
3221,Mercedes-Benz E-Class,2012,46000.0,Diesel,Manual,16.0
3222,Honda City,2014,58000.0,Diesel,Manual,6.25
3223,Hyundai i10,2011,64001.0,Petrol,Manual,2.6
3224,Honda Brio,2013,43321.0,Petrol,Manual,3.3
3225,Honda Jazz,2016,65001.0,Petrol,Automatic,6.25
3226,Maruti Wagon R,2005,100000.0,Petrol,Manual,1.1
3227,Audi A4,2013,60000.0,Diesel,Automatic,16.0
3228,Volkswagen Passat,2011,85000.0,Petrol,Manual,6.0
3229,Mercedes-Benz E-Class,2010,110000.0,Diesel,Automatic,13.0
3230,Volkswagen Polo,2019,12000.0,Petrol,Manual,7.5
3231,Hyundai Santro Xing,2007,90000.0,Petrol,Manual,1.25
3232,Chevrolet OptraSRV,2007,100000.0,Petrol,Manual,3.0
3233,Renault Triber,2019,30000.0,Petrol,Manual,7.0
3234,Skoda Yeti,2011,120000.0,Diesel,Manual,5.5
3235,Maruti Alto 800,2020,6321.0,Petrol,Manual,4.2
3236,Hyundai Verna,2008,49000.0,Petrol,Manual,3.5
3237,Toyota Fortuner,2011,210000.0,Diesel,Manual,10.5
3238,Ford Figo,2011,44000.0,Diesel,Manual,2.95
3239,Hyundai Santro Xing,2009,80000.0,Petrol,Manual,1.5
3240,Lexus NX,2018,34000.0,Petrol,Automatic,50.0
3241,Toyota Innova,2007,200000.0,Diesel,Manual,5.0
3242,Hyundai Grand i10,2016,60329.0,Petrol,Manual,4.5
3243,Tata Nano,2017,20000.0,Petrol,Automatic,2.7
3244,Chevrolet Beat,2017,37000.0,Diesel,Manual,3.65
3245,Maruti Ciaz,2016,85000.0,Petrol,Manual,7.15
3246,BMW X3,2013,55000.0,Diesel,Automatic,19.9
3247,Ford Ecosport,2015,20000.0,Petrol,Manual,5.35
3248,Honda Brio,2014,62894.0,Petrol,Manual,3.9
3249,Skoda Rapid,2013,167315.0,Diesel,Manual,3.1
3250,Honda City,2020,15000.0,Petrol,Manual,12.6
3251,Volkswagen Vento,2014,104000.0,Petrol,Manual,4.75
3252,Maruti Vitara Brezza,2019,24000.0,Diesel,Manual,9.25
3253,Toyota Fortuner,2014,155000.0,Diesel,Automatic,16.51
3254,Toyota Yaris,2018,25000.0,Petrol,Manual,7.9
3255,Volkswagen Passat,2013,91000.0,Diesel,Automatic,9.9
3256,Nissan Micra Active,2015,62001.0,Petrol,Manual,3.35
3257,Hyundai i10,2009,60000.0,Petrol,Manual,2.6
3258,Toyota Qualis,2001,100000.0,Diesel,Manual,1.8
3259,Skoda Rapid,2016,63000.0,Diesel,Manual,5.9
3260,Maruti Ertiga,2012,89000.0,Diesel,Manual,5.9
3261,Skoda Superb,2018,55000.0,Diesel,Automatic,31.5
3262,Mercedes-Benz GLE,2016,119000.0,Diesel,Automatic,35.0
3263,Chevrolet Beat,2011,63132.0,Diesel,Manual,1.95
3264,Maruti Swift Dzire,2014,62816.0,Petrol,Manual,4.5
3265,Honda City,2020,10059.0,Petrol,Manual,16.72
3266,Hyundai Elantra,2014,30000.0,Petrol,Manual,6.75
3267,Honda Amaze,2018,10000.0,Petrol,Manual,7.25
3268,Toyota Etios,2011,41811.0,Petrol,Manual,3.6
3269,Audi A4,2017,50000.0,Diesel,Automatic,28.75
3270,Honda City,2016,69000.0,Petrol,Manual,7.5
3271,Volvo V40,2015,45000.0,Diesel,Automatic,16.9
3272,Hyundai i20,2012,100961.0,Petrol,Manual,3.15
3273,Hyundai i10,2010,63510.0,Petrol,Manual,2.7
3274,BMW X1,2018,19000.0,Diesel,Automatic,34.5
3275,Honda City,2016,50401.0,Petrol,Manual,7.2
3276,Hyundai i20,2016,33854.0,Petrol,Manual,6.1
3277,Hyundai i10,2013,47417.0,Petrol,Automatic,3.5
3278,Honda WR-V,2017,43568.0,Diesel,Manual,7.6
3279,Hyundai i20,2014,70000.0,Petrol,Manual,4.75
3280,Toyota Innova,2008,200000.0,Diesel,Manual,11.75
3281,Honda WR-V,2017,47153.0,Petrol,Manual,7.6
3282,Volvo S60,2014,90000.0,Diesel,Automatic,16.5
3283,Volvo XC 90,2016,95000.0,Diesel,Automatic,43.5
3284,Maruti Ciaz,2017,71965.0,Petrol,Manual,6.0
3285,Hyundai Grand i10,2013,65932.0,Petrol,Manual,3.95
3286,Hyundai i20,2016,33854.0,Petrol,Manual,6.1
3287,Honda Amaze,2015,73301.0,Petrol,Manual,4.75
3288,Land Rover Discovery,2017,90000.0,Diesel,Automatic,36.75
3289,Mercedes-Benz M-Class,2013,110000.0,Diesel,Automatic,21.0
3290,Maruti Zen Estilo,2007,79280.0,Petrol,Manual,1.35
3291,Mercedes-Benz GLA Class,2019,6000.0,Diesel,Automatic,32.0
3292,Mercedes-Benz C-Class,2020,30000.0,Diesel,Automatic,47.0
3293,Audi A6,2017,55000.0,Diesel,Automatic,36.0
3294,Honda City,2015,98459.0,Petrol,Manual,5.1
3295,Honda Jazz,2017,60000.0,Petrol,Automatic,6.55
3296,BMW 3 Series GT,2017,14000.0,Diesel,Automatic,36.0
3297,Hyundai i10,2010,63510.0,Petrol,Manual,2.7
3298,Chevrolet Beat,2010,56412.0,Petrol,Manual,2.0
3299,Chevrolet Spark,2010,83900.0,Petrol,Manual,1.45
3300,Volkswagen Polo,2017,104850.0,Diesel,Manual,5.6
3301,Maruti Swift,2010,40000.0,Petrol,Manual,3.2
3302,Renault Duster,2020,8444.0,Petrol,Automatic,10.75
3303,Honda Jazz,2017,73000.0,Petrol,Manual,5.8
3304,Ford Fiesta,2007,31010.0,Petrol,Manual,1.4
3305,Honda Brio,2012,86839.0,Petrol,Manual,3.25
3306,Honda Amaze,2015,82209.0,Petrol,Manual,4.65
3307,Mercedes-Benz GLA Class,2017,13500.0,Diesel,Automatic,27.5
3308,Maruti Swift Dzire,2012,62930.0,Petrol,Manual,4.1
3309,Ford Fiesta,2006,152975.0,Diesel,Manual,1.2
3310,Volkswagen Vento,2014,75504.0,Petrol,Manual,4.25
3311,Volkswagen Vento,2014,75504.0,Petrol,Manual,4.25
3312,Honda Amaze,2016,14195.0,Petrol,Manual,4.5
